county,precinct,office,district,candidate,party,votes,election_day,early_voting,central_count
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Times Blank Voted,,16,1,15,0
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. Senate,,"MCCAIN, JOHN",REP,248,49,165,34
La Paz,064 QUARTZSITE THREE,U.S. Senate,,"KIRKPATRICK, ANN",DEM,78,12,54,12
La Paz,064 QUARTZSITE THREE,U.S. Senate,,"SWING, GARY",GRN,22,5,16,1
La Paz,064 QUARTZSITE THREE,U.S. Senate,,Write-in,,3,1,2,0
La Paz,064 QUARTZSITE THREE,U.S. House,4,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. House,4,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,U.S. House,4,Times Blank Voted,,22,3,17,2
La Paz,064 QUARTZSITE THREE,U.S. House,4,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. House,4,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,U.S. House,4,"GOSAR, PAUL",REP,262,54,173,35
La Paz,064 QUARTZSITE THREE,U.S. House,4,"WEISSER, MIKEL",DEM,81,11,60,10
La Paz,064 QUARTZSITE THREE,U.S. House,4,Write-in,,2,0,2,0
La Paz,064 QUARTZSITE THREE,State Senate,5,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,State Senate,5,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,State Senate,5,Times Blank Voted,,123,16,93,14
La Paz,064 QUARTZSITE THREE,State Senate,5,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,State Senate,5,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,State Senate,5,"BORRELLI, SONNY",REP,241,52,157,32
La Paz,064 QUARTZSITE THREE,State Senate,5,Write-in 20,,3,0,2,1
La Paz,064 QUARTZSITE THREE,State Representative,5,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,State Representative,5,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,State Representative,5,Times Blank Voted,,24,2,18,4
La Paz,064 QUARTZSITE THREE,State Representative,5,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,State Representative,5,Number of Under Votes,,136,20,96,20
La Paz,064 QUARTZSITE THREE,State Representative,5,"COBB, REGINA",REP,213,48,143,22
La Paz,064 QUARTZSITE THREE,State Representative,5,"MOSLEY, PAUL",REP,229,46,154,29
La Paz,064 QUARTZSITE THREE,State Representative,5,"WEISSER, BETH",DEM,87,16,60,11
La Paz,064 QUARTZSITE THREE,State Representative,5,"BIASIUCCI, LEO",GRN,19,2,13,4
La Paz,064 QUARTZSITE THREE,State Representative,5,Write-in 60,,2,0,2,0
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Times Blank Voted,,28,2,22,4
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Number of Under Votes,,214,34,139,41
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,"BURNS, ROBERT \BOB\""""",REP,217,52,142,23
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,"DUNN, BOYD",REP,217,47,145,25
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,"TOBIN, ANDY",REP,219,48,148,23
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,"CHABIN, TOM",DEM,70,7,56,7
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,"MUNDELL, WILLIAM",DEM,77,10,57,10
La Paz,064 QUARTZSITE THREE,Corporation Commissioner (Elect 3),,Write-in 80,,3,0,3,0
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Times Blank Voted,,20,2,14,4
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,"IRWIN, HOLLY",REP,262,50,179,33
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,"ZAKRAJSEK, GARY",IND,84,16,59,9
La Paz,064 QUARTZSITE THREE,Board of Supervisors Dist. 3,,Write-in 30,,1,0,0,1
La Paz,064 QUARTZSITE THREE,County Attorney,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,County Attorney,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,County Attorney,,Times Blank Voted,,21,2,16,3
La Paz,064 QUARTZSITE THREE,County Attorney,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Attorney,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Attorney,,"FIELD, KATHY",REP,229,41,160,28
La Paz,064 QUARTZSITE THREE,County Attorney,,"ROGERS, TONY",DEM,116,25,75,16
La Paz,064 QUARTZSITE THREE,County Attorney,,Write-in 30,,1,0,1,0
La Paz,064 QUARTZSITE THREE,Sheriff,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Sheriff,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Sheriff,,Times Blank Voted,,17,2,13,2
La Paz,064 QUARTZSITE THREE,Sheriff,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Sheriff,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Sheriff,,"RISEN, WILLIAM",REP,272,56,181,35
La Paz,064 QUARTZSITE THREE,Sheriff,,"VIDRINE, FRANK",DEM,64,9,46,9
La Paz,064 QUARTZSITE THREE,Sheriff,,Write-in 30,,14,1,12,1
La Paz,064 QUARTZSITE THREE,County Treasurer,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,County Treasurer,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,County Treasurer,,Times Blank Voted,,74,6,55,13
La Paz,064 QUARTZSITE THREE,County Treasurer,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Treasurer,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Treasurer,,"CASTRO, LEAH",REP,290,62,195,33
La Paz,064 QUARTZSITE THREE,County Treasurer,,Write-in 20,,3,0,2,1
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Times Blank Voted,,40,3,33,4
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County School Superintendent,,"PRICE, JACQULINE",REP,229,41,161,27
La Paz,064 QUARTZSITE THREE,County School Superintendent,,"HEREDIA, ARMANDO",DEM,98,24,58,16
La Paz,064 QUARTZSITE THREE,County School Superintendent,,Write-in 30,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Recorder,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,County Recorder,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,County Recorder,,Times Blank Voted,,78,9,59,10
La Paz,064 QUARTZSITE THREE,County Recorder,,Times Over Voted,,1,0,1,0
La Paz,064 QUARTZSITE THREE,County Recorder,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Recorder,,"BAKER, SHELLY",REP,286,59,190,37
La Paz,064 QUARTZSITE THREE,County Recorder,,Write-in 20,,2,0,2,0
La Paz,064 QUARTZSITE THREE,County Assessor,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,County Assessor,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,County Assessor,,Times Blank Voted,,93,9,73,11
La Paz,064 QUARTZSITE THREE,County Assessor,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Assessor,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,County Assessor,,"CAMACHO, ANNA",REP,272,59,177,36
La Paz,064 QUARTZSITE THREE,County Assessor,,Write-in 20,,2,0,2,0
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,Times Blank Voted,,116,11,89,16
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,YES,,202,45,137,20
La Paz,064 QUARTZSITE THREE,"Retain Justice TIMMER, ANN",,NO,,49,12,26,11
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,119,14,89,16
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,YES,,193,41,133,19
La Paz,064 QUARTZSITE THREE,"Retain Judge BROWN, MICHAEL J.",,NO,,55,13,30,12
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,Times Blank Voted,,122,13,93,16
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,YES,,194,42,132,20
La Paz,064 QUARTZSITE THREE,"Retain Judge JONES, KENTON",,NO,,51,13,27,11
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,126,14,96,16
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,YES,,189,43,128,18
La Paz,064 QUARTZSITE THREE,"Retain Judge THOMPSON, JON W.",,NO,,52,11,28,13
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,Registered Voters,,270,0,0,0
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,Times Counted,,177,37,113,27
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,Times Blank Voted,,23,2,17,4
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,"ANASTASIA, CHRISTINA",,48,13,25,10
La Paz,064 QUARTZSITE THREE,Town of Quartzsite - Mayor,,"SIMPSON, NORMAN",,106,22,71,13
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Times Blank Voted,,78,5,56,17
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Number of Under Votes,,169,33,114,22
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,"COLLIER, DAVE \BEAR\""""",,199,42,137,20
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,"DAVIDSON, HAL",,146,32,100,14
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,"DELPINO, JOHNNY",,170,44,109,17
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,"DOLE, DENNIS",,179,38,124,17
La Paz,064 QUARTZSITE THREE,Quartzsite Fire District (Elect 3),,Write-in 70,,4,0,4,0
La Paz,064 QUARTZSITE THREE,Proposition 205,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Proposition 205,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Proposition 205,,Times Blank Voted,,22,5,14,3
La Paz,064 QUARTZSITE THREE,Proposition 205,,Times Over Voted,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Proposition 205,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Proposition 205,,YES,,138,29,86,23
La Paz,064 QUARTZSITE THREE,Proposition 205,,NO,,207,34,152,21
La Paz,064 QUARTZSITE THREE,Proposition 206,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,Proposition 206,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,Proposition 206,,Times Blank Voted,,29,6,18,5
La Paz,064 QUARTZSITE THREE,Proposition 206,,Times Over Voted,,1,0,1,0
La Paz,064 QUARTZSITE THREE,Proposition 206,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,Proposition 206,,YES,,200,39,134,27
La Paz,064 QUARTZSITE THREE,Proposition 206,,NO,,137,23,99,15
